Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2641315,McDonald's,McDonald's,2622878,Restaurant,Risk 2 (Medium),4158 S ASHLAND AVE,CHICAGO,IL,60609,8/17/2026,Canvass,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: Ice scoop holder not clean at the bottom, instructed to clean and maintain.",41.81774274,-87.66533501,"(41.8177427370255, -87.66533501233407)"
2641277,CHIPOTLE MEXICAN GRILL,CHIPOTLE MEXICAN GRILL,1696544,Restaurant,Risk 1 (High),8 E MADISON ST,CHICAGO,IL,60602,8/17/2026,Complaint Re-Inspection,Pass w/ Conditions,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-202.15 : OBSERVED A GAP IN LOWER CENTER DOUBLE FRONT ENTRY DOORS MUST MAKE TIGHT FITTING TO PREVENT INSECT ENTRY. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED IMPROPER STORAGE OF FOOD STORAGE ITEMS FOR CATERING INSIDE OF HOT WATER TANK/FURNACE ROOM STORAGE UNDERNEATH OVERHEAD MOTORS COULD BE A POSSIBLE CONTAMINATION OF SUCH ITEMS MUST REMOVE AND STORE IN A CLEAN MANNER. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: 4-501.12 : OBSERVED WORN & PITTED CUTTING BOARD MUST REPAIR OR REPLACE TO BE IN GOOD REPAIR. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: 4-601.11(C) : MUST CLEAN GREASE BUILD UP ON INTERIOR OF FRYER CABINET AND ALL EQUIPMENT SURFACES. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-201.11 : MUST CLEAN BUILD UP FROM CEILING IN WALK IN COOLER. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: : 6-501.13 : MUST CLEAN EXCESSIVE BUILD UP FROM FLOOR DRAIN IN HOT WATER TANK/CO2 .MUST REMOVE EXCESSIVE WATER FROM FLOOR IN DISH WASHING AREA AND FOOD DEBRIS BUILD UP UNDER FOOD HOLDING LINE,SPILLAGE FROM FLOOR IN REAR HALLWAY NEAXT TO BAYLOR. | 59. PREVIOUS PRIORITY FOUNDATION VIOLATION CORRECTED - Comments: PREVIOUS PRIORITY  VIOLATION FROM REPORT #2641096 8/12/26 NOT CORRECTED-#59-6-501.111 : STILL OBSERVED EVIDENCE OF APPX. 100 OR MORE LIVE SMALL FLIES ON WALLS,CEILINGS THROUGHOUT PREMISES,VENTILATION DUCTING UNIT IN DINING AREA,REAR HALLWAY WHERE BAYLORS AND GARBAGE CANS ARE STORED, OUTSIDE OF TOILET ROOMS ,HOT WATER TANK AREA/CO2 TANKS,DISH WASHING AREA ON WALLS AND CEILING MANAGER REACHED OUT TO PEST CONTROL TO DO A SERVICE TODAY.MUST HAVE A PEST CONTROL OPERATOR TO SERVICE PREMISES ON OR AFTER 8/17/26.(PRIORITY 7-42-090)(CITATION ISSUED)(COS)",41.88217262,-87.62756936,"(41.88217262294574, -87.62756936298685)"
2641254,"DIM SUM HOUSE, INC","DIM SUM HOUSE, INC",25179,Restaurant,Risk 1 (High),2610 S WENTWORTH AVE,CHICAGO,IL,60616,8/17/2026,Canvass Re-Inspection,Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: FOUND SOME BULK STORAGE CONTAINERS ON SHELF NOT LABELED AS REQUIRED WITH THE NAME OF THE PRODUCT INSIDE OF CONTAINER; INSTRUCTED TO LABEL.  | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCTED TO CLEAN AND MAINTAIN THE FOLLOWING: EXTERIOR SURFACES OF COOKING EQUIPMENT (FRYERS, WOKS), INTERIOR BOTTOM OF FRYER, INTERIORS OF REFRIGERATION UNITS AND EXTERIOR SURFACES OF BULK STORAGE CONTAINERS.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN FLOORS THROUGHOUT BOTH PREP AREAS AROUND UNDER AND BEHIND EQUIPMENT.  CLEAN UNDER AND BEHIND COOKING EQUIPMENT TO REMOVE GREASE AND FOOD PARTICLES. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: FOUND EXPIRED FOOD HANDLER CERTIFICATES FOR FOOD HANDLERS ON SITE; INSTRUCTED TO HAVE FOOD HANDLERS OBTAIN VALID CERTIFICATES.",41.845188,-87.63196653,"(41.845187997968885, -87.63196652567731)"
2641308,GRETEL,GRETEL,2929869,Restaurant,Risk 1 (High),2833 W ARMITAGE AVE,CHICAGO,IL,60647,8/17/2026,Complaint,Fail,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED FOOD STORED IN CONTAINERS IN ALL THE COOLERS, WALK IN COOLER AND DRY STORAGE WITHOUT PROPER LABELING OF NAME. INSTRUCTED TO PERSON IN CHARGE TO PROVIDE A LABEL REFLECTING THE FOOD ITEM'S NAME WHEN FOOD HAS BEEN REMOVE FROM ITS ORIGINAL PACKAGING.  | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED PEST ACTIVITY WITH APPROX. 30 SMALL FLIES NOTED DURING INSPECTION. SMALL FLY ACTIVITY WAS NOTED NEAR DRY STORAGE AREA, REAR STORAGE NEAR ONIONS ON WALL, AND WASHBOWL SINKS IN BASEMENT. INSTRUCTED TO CONSULT PEST CONTROL AS ADDITIONAL SERVICES ARE NEEDED TO MINIMIZE OR ELIMINATE ACTIVITY PRIOR TO RE-INSPECTION.  PRIORITY FOUNDATION VIOLATION #7-38-020(A). CITATION ISSUED. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: INSTRUCTED TO REMOVED DEAD INSECTS FROM CORNERS THROUGHOUT PREMISES, DETAIL CLEAN, SANITIZE, AND MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED GREASE BUILDUP, FOOD DEBRIS, AND DIRT ON FLOOR UNDER COOKING EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP, DISH WASHING, STORAGE AND BASEMENT AREAS. INSTRUCTED MANAGER TO CLEAN FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN ALL AREAS. OBSERVED DUST BUILDUP ON FAN IN WALK-IN COOLER, LIGHT SHIELDS IN COOKING AREA AND CEILING AND WALL VENTS IN PREP AND STORAGE AREAS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN ALL FANS, LIGHT SHIELDS AND CEILING/WALL VENTS. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED NO CERTIFIED FOOD MANAGER WITH ALLERGEN TRAINING. INSTRUCTED ANY PERSONS WITH THE CITY OF CHICAGO FOOD SANITATION CERTIFICATE TO COMPLY WITH COMPLETION OF TRAINING. MUST PROVIDE DOCUMENTATION.",41.91736813,-87.69846932,"(41.91736812603766, -87.69846932110896)"
2641328,DIEGO,DIEGO,2988044,Restaurant,Risk 1 (High),459 N OGDEN AVE,CHICAGO,IL,60642,8/17/2026,Non-Inspection,No Entry,,41.8908595,-87.65902419,"(41.89085949636784, -87.65902418856228)"
2641269,JIMMY JOHN'S GOURMET SANDWICHES,JIMMY JOHN'S GOURMET SANDWICHES,3015923,Restaurant,Risk 1 (High),3235 W ADDISON AVE,CHICAGO,IL,60618,8/17/2026,Canvass,Out of Business,,41.94650439,-87.70929164,"(41.94650438963331, -87.70929164047254)"
2641245,PHODEGA,PHODEGA,2196595,Restaurant,Risk 1 (High),1924 W DIVISION ST,CHICAGO,IL,60622,8/17/2026,Complaint,Fail,"22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED RIBEYE AT IMPROPER COLD HOLDING TEMPERATURE AT 54.7F INSIDE OF PREP COOLER. ALSO OBSERVED THE FOLLOWING TCS FOODS FOUND AT IMPROPER COLD HOLDING TEMPERATURE SUCH AS HEAD CHEESE, PORK ROLL, COOKED RIBEYE, LIVER PATE RANGING FROM 46-68F IN PREP COOLER. TIME TEMPERATURE CONTROL FOR SAFETY FOODS MUST BE HELD AT 41F OR BELOW INSIDE OF A COLD HOLDING UNIT. FOOD DISCARDED. FOOD WEIGHING APPROXIMATELY 40 LBS AT A COST OF $250.00. PRIORITY VIOLATION. 7-38-005. CITATION ISSUED. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED GREASE SPILLS ON EXTERIOR OF FRYERS. MUST CLEAN AND MAINTAIN. | 54. GARBAGE & REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED - Comments: OBSERVED OUTSIDE GARBAGE DUMPSTER OVERFLOWING WITH TRASH PREVENTING LID CLOSURE. INSTRUCTED TO STORE ALL TRASH INSIDE OF RECEPTACLE WITH LID SHUT TIGHT. PRIORITY FOUNDATION VIOLATION. 7-38-020(b). CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FOOD DEBRIS ON FLOORS UNDER COOKING EQUIPMENT. MUST CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED 3 LARGE OPENINGS IN WALL UNDER 3-COMPARTMENT SINK ON MAIN DISH WASHING AREA. MUST PROPERLY SEAL TO PREVENT ENTRY POINTS FOR PESTS. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED SEVERAL BURNT OUT LIGHTS AT VENTILATION HOOD. MUST PROVIDE ADEQUATE LIGHTING. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED LIGHTS AT VENTILATION HOOD WITHOUT PROTECTIVE SHIELDING. MUST PROVIDE A LIGHT COVER ON LIGHT BULBS. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATION NOT CORRECTED FROM 1-15-2026, REPORT #2629828.   #37--OBSERVED FOOD STORAGE CONTAINERS WITHOUT LABELS CONTAINING THE COMMON NAME OF FOODS(RICE). INSTRUCTED TO PROVIDE. #58--OBSERVED CITY OF CHICAGO FOOD SERVICE SANITATION MANAGER ON DUTY WITHOUT ALLERGEN TRAINING. INSTRUCTED TO PROVIDE VALID DOCUMENTATION OF ALLERGEN TRAINING FOR ALL CERTIFIED FOOD MANAGERS. PRIORITY FOUNDATION VIOLATION. 7-42-090. CITATION ISSUED.",41.90332445,-87.67582546,"(41.90332444964588, -87.67582545503593)"
2641304,TO DINE FOR - THAI BISTRO,OPART THAI,2642316,Restaurant,Risk 1 (High),1546 - 1548 W CHICAGO AVE,CHICAGO,IL,60642,8/17/2026,Canvass Re-Inspection,Pass,"36. THERMOMETERS PROVIDED & ACCURATE - Comments: 4-204.112(B) OBSERVED COOLING UNITS WITHOUT THERMOMETERS INSIDE. INSTRUCTED TO PROVIDE AND MAINTAIN | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: 3-601.11 OBSERVED MISSING LABLES ON BULK CONTAINERS STORED ON SHELVING UNITS THROUGHOUT PREP AREA, WITHOUT LABELS. INSTRUCTED TO PROVIDE COMMON NAME AND MAINTAIN. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-202.15 OBSERVED REAR EXIT DOOR NOT RODENT PROOF. INSTRUCTED TO PROVIDE AND MAINTAIN TO PREVENT PEST ENTRY. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: 3-307.11 OBSERVED INADEQUATE SPLASHGUARD IN PLACE IN REAR PREP AREA NEXT TO COOKING STATIONS. NOTED WORKING INGREDIENTS STORED DIRECTLY IN FRONT OF HANDWASHING SINK. INSTRUCTED TO RELOCATE WORKING INGREDIENTS OR PROVIDE ADEQUATE SPLASHGUARD. MUST MAINTAIN | 41. WIPING CLOTHS: PROPERLY USED & STORED - Comments: 3-304.14 OBSERVED SOILED WIPING CLOTHS STORED THROUGHOUT PREP AREA ON TABLES. INSTRUCTED TO STOREWIPING CLOTHS INSIDE SOLUTION @ 50PPM IN BETWEEN USES | 58. ALLERGEN TRAINING AS REQUIRED - Comments: 2-102.13 OBSERVED CFM WITHOUT ALLERGEN TRAINING CERTIFICATION. INSTRUCTED TO OBTAIN AND MAINTAIN.",41.89619237,-87.66677231,"(41.896192366102795, -87.66677231279297)"
2641279,CAFE ISTANBUL,CAFE ISTANBUL,2601247,Restaurant,Risk 1 (High),2014 W DIVISION ST,CHICAGO,IL,60622,8/17/2026,Complaint,Fail,"8. HANDS CLEAN & PROPERLY WASHED - Comments: OBSERVED FOOD HANDLER WEARING GLOVES WHILE WASHING HANDS AT 3-COMPARTMENT SINK. INSTRUCTED TO PROPERLY WASH BARE HANDS WITH SOAP AND WATER FOR 20 SECONDS AND USE HANDWASHING SINK ONLY TO WASH HANDS. PRIORITY FOUNDATION VIOLATION. 7-38-010. CITATION ISSUED. | 15. FOOD SEPARATED AND PROTECTED - Comments: OBSERVED RAW CHICKEN STORED OVER READY TO EAT FOODS IN PREP COOLER9COOKED NOODLES, COOKED EGGPLANT). OBSERVED RAW BEEF STORED OVER CHOPPED TOMATOES AND CHOPPED LETTUCE. MUST STORE FOOD PROPERLY TO PREVENT CROSS CONTAMINATION. PRIORITY VIOLATION. 7-38-005. CITATION ISSUED. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED BOXES OF CARROTS AND POTATOES STORED ON TABLE OUTSIDE BY BACK DOOR LOCATED IN REAR WALKWAY AREA. INSTRUCTED TO PROPERLY STORE FOOD TO PREVENT CONTAMINATION. | 44. UTENSILS, EQUIPMENT & LINENS: PROPERLY STORED, DRIED, & HANDLED - Comments: OBSERVED MOP STORED IN BUCKET AT MAIN PREP LINE. INSTRUCTED TO HANG SOIL MOP INVERTED AT MOP SINK AREA. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATION NOT CORRECTED FROM 2-23-2026, REPORT # 2631645. #6--OBSERVED PERSONAL FOOD ITEM(S) STORED IN THE PREP AREA. INSTRUCTED MANAGER TO REMOVE AND IDENTIFY A DESIGNATED AREA FOR EMPLOYEES TO STORE PERSONAL FOOD ITEMS. #10-OBSERVED NO HANDWASHING SIGNAGE AT THE HANDWASH SINK IN THE BAR AREA. INSTRUCTED TO PROVIDE. #39--OBSERVED FOOD ITEMS STORED IMPROPERLY IN CONTAINERS STORED ON THE FLOOR IN THE WALK-IN COOLER. MUST ELEVATE 6 INCHES FROM FLOOR. #58-OBSERVED CERTIFIED FOOD SERVICE SANITATION MANAGER WITHOUT ALLERGEN TRAINING. INSTRUCTED TO PROVIDE ALLERGEN TRAINING FOR ALL CERTIFIED FOOD MANAGERS. PRIORITY FOUNDATION VIOLATION. 7-42-090. CITATION ISSUED.",41.90328914,-87.6779141,"(41.903289141646646, -87.67791409556975)"
2641255,JOHN'S LIVE POULTRY,JOHN'S LIVE POULTRY,2304758,LIVE POULTRY,Risk 2 (Medium),5955 W FULLERTON AVE,CHICAGO,IL,60639,8/17/2026,Complaint,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO HANDWASHING SIGNAGE IN WASHROOM. A SIGN OR POSTER THAT NOTIFIES FOOD EMPLOYEES TO WASH THEIR HANDS SHALL BE PROVIDED AT ALL HANDWASHING SINKS USED BY FOOD EMPLOYEES. INSTRUCTED TO PROVIDE.   | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FOOD DEBRIS AND SPILLS ON THE FLOORS AND SURFACES THROUGHOUT THE FACILITY. INSTRUCTED TO DETAIL CLEAN UNDER ALL SHELVING UNITS, INTERIOR OF PREP DISH AREA, AROUND DISH MACHINE, PREP TABLES AND ALL COOKING EQUIPMENT TO REMOVE SPILLS, FOOD DEBRIS, DIRT BUILDUP AND/OR GREASE. INSTRUCTED TO INCREASE CLEANING FREQUENCY AND MAINTAIN AT ALL TIMES.",41.92372039,-87.77549546,"(41.92372038645528, -87.77549546183954)"
2641272,"ICEBOX BEER, WINE, AND SPIRITS","ICEBOX BEER, WINE, AND SPIRITS",3096362,Grocery Store,Risk 3 (Low),4225 N KEDZIE AVE,CHICAGO,IL,60618,8/17/2026,License,Not Ready,,41.958321,-87.7080065,"(41.95832099823054, -87.70800649849727)"
2641262,JIMMY JOHN'S 4655,JIMMY JOHN'S,3096385,Restaurant,Risk 1 (High),3235 W ADDISON AVE,CHICAGO,IL,60618,8/17/2026,License,Pass,"39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments: OBSERVED BOXES OF FROZEN FOOD STORED ON FLOOR INSIDE WALK-IN FREEZER. MUST PROPERLY STORE FOOD ITEMS 6 INCHES OF FLOOR TO PREVENT CONTAMINATION.",41.94650439,-87.70929164,"(41.94650438963331, -87.70929164047254)"
2641261,CHICAGO 1 FOODS,CHICAGO 1 FOODS,3031226,Grocery Store,Risk 1 (High),2132-2134 W WASHINGTON BLVD,CHICAGO,IL,60612,8/17/2026,Canvass,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED THE SURFACE UNDER THE FLAT-TOP GRILL IN THE FRONT FOOD PREP AREA WITH GREASE AND SLIGHT FOOD DEBRIS. INSTRUCTED TO CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED THE HANDWASHING SINK NEXT TO THE THREE COMPARTMENT SINK IN THE FOOD PREP AREA IN THE FRONT OF THE FACILITY WITH A SLOW DRAIN. INSTRUCTED TO REPAIR AD MAINTAIN.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED THE FLOOR WITH BROWN, DRIED UP SPILLAGE IN THE WALK-IN COOLER DAIRY PRODUCTS STORED INSIDE. INSTRUCTED TO CLEAN AND MAINTAIN FLOOR.",41.88319447,-87.68046649,"(41.88319447242824, -87.68046649021605)"
2641294,TAQUIZAS DON RAFA 2,TAQUIZAS DON RAFA 2,2762827,Restaurant,Risk 1 (High),3857 W 26TH ST,CHICAGO,IL,60623,8/17/2026,Complaint Re-Inspection,Fail,"16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: 4-602.11(B-E): OBSERVED RESIDUE ON INTERIOR SURFACES OF ICE MACHINE. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN ICE MACHINE. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-501.112: OBSERVED DEAD ROACHES ON SITE. FOUND ON THE FLOOR IN THE MENS TOILET ROOM. INSTRUCTED MANAGER TO REMOVE ALL DEAD INSECTS IN ALL AREAS, CLEAN, AND SANITIZE ALL AFFECTED AREAS AND MAINTAIN.  | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: 6-501.111: OBSERVED 10 LIVE ROACHES CRAWLING THROUGHOUT THE REAR FOOD PREP/DISHWASHING AREA. ROACHES WERE FOUND: CRAWLING FROM UNDER THE COOKING EQUIPMENT UNDER THE VENTILATION HOOD, ON THE FLOOR, WALLS, CEILING AND REAR EXIT DOOR AND ALSO NEAR THE MOP SINK AND THE DRY STORAGE CLOSET. INSTRUCTED MANAGER TO CALL AN EXTERMINATOR FOR SERVICE, CLEAN AND SANITIZE ALL AREAS.  PRIORITY 7-38-020(C), NO CITATION ISSUED | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: 6-501.11: OBSERVED STAINED CEILING TILES IN PREP AND DINING AREA. INSTRUCTED MANAGER TO REPLACE ALL STAINED CEILING TILES IN ALL AREAS.",41.84417644,-87.72195584,"(41.84417643761004, -87.721955840537)"
2641306,MCDONALD'S #7050,McDonald's,2988062,Restaurant,Risk 2 (Medium),740 E 47TH ST,CHICAGO,IL,60653,8/17/2026,Complaint,Pass,"40. PERSONAL CLEANLINESS - Comments: OBSERVED FOOD HANDLERS PREPPING FOOD WITHOUT HAIR RESTRAINTS. INSTRUCTED PERSON IN CHARGE THAT ALL FOOD HANDLERS MUST WEAR A HAIR RESTRAINT.  | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE ARTICLES NOT INVERTED AND SERVICE AREA AN STORED ON FLOOR IN STORAGE AREA. INSTRUCTED MANAGER TO INVERT AND ELEVATE ALL SINGLE SERVICE ARTICLES OFF FLOOR.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DIRTY AND DUSTY AIR VENTS IN THE PREP AREAS. INSTRUCTED TO CLEAN AND MAINTAIN.",41.8096287,-87.60736974,"(41.80962869787754, -87.60736973785798)"
2641288,URBAN OLIVE,URBAN OLIVE  T5 M10 (FOOD COURT),2308566,Restaurant,Risk 1 (High),11601 W TOUHY AVE,CHICAGO,IL,60666,8/17/2026,Canvass,Pass w/ Conditions,21. PROPER HOT HOLDING TEMPERATURES - Comments: OBSERVED RICE HELD AT AN INADEQUATE TEMPERATURE OF 129 F. INSTRUCTED MANAGER TO ENSURE ALL HOT FOOD IS HELD AT 135 F AND ABOVE. RICE RAPIDLY REHEATED TO 165 F. PRIORITY VIOLATION 7-38-005 CITATION CONSOLIDATED WITH VIOLATION #22 ON REPORT #2641299. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED MINERAL BUILD UP ON INTERIOR OF ICE MACHINE. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED COPPER PIPE ABOVE 3 COMP SINK WITH A LEAK. INSTRUCTED MANAGER TO REPAIR PIPE.,42.00875077,-87.90687413,"(42.00875076599798, -87.90687413400109)"
2641314,DOMINOS PIZZA,DOMINOS PIZZA,2928909,Restaurant,Risk 2 (Medium),8357 S COTTAGE GROVE AVE,CHICAGO,IL,60619,8/17/2026,Canvass Re-Inspection,Pass,,41.74226463,-87.60483675,"(41.742264630727, -87.60483675201563)"
2641275,BUSH EXP. LEARNING ACADEMY LLC,BUSH EXP. LEARNING ACADEMY LLC,3082591,Daycare Above and Under 2 Years,Risk 1 (High),450-454 E 83RD ST,CHICAGO,IL,60619,8/17/2026,License,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: NOTED NO COVERED RECEPTACLE IN WASHROOM. INSTRUCTED TO PROVIDE TRASHBINS WITH LID. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: NOTED MECHANICAL VENTILATION ABOVE KITCHEN STOVE NOT WORKING. INSTRUCTED TO REPAIR.",41.74395536,-87.61258756,"(41.74395536398755, -87.61258755560007)"
2641293,WOW BAO,WOW BAO  T5 M-10  (FOOD COURT),2308553,Restaurant,Risk 1 (High),11601 W TOUHY AVE,CHICAGO,IL,60666,8/17/2026,Canvass,Pass,49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED MINERAL BUILD UP ON INTERIOR OF ICE MACHINE. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN.  | 51. PLUMBING INSTALLED; PROPER BACKFLOW DEVICES - Comments: OBSERVED COPPER PIPE ABOVE 3 COMP SINK WITH A LEAK. INSTRUCTED MANAGER TO REPAIR PIPE.,42.00875077,-87.90687413,"(42.00875076599798, -87.90687413400109)"
2641267,Eurest at Mars Wrigley,EMPLOYEE CAFE,2977097,Restaurant,Risk 1 (High),1132 W BLACKHAWK ST,CHICAGO,IL,60642,8/17/2026,Canvass,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVDD PREP TABLE SHELVING WHERE CUTTING BOARDS AND OTHER KITCHENWARE IS STORED WITH ACCUMULATED DRIED FOOD DEBRIS. INSTRUCTED TO REMOVE, CLEAN AND SANITIZE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOORS UNDER HEAVY COOKING EQUIPMENT IN PREP IN NEED OF CLEANING. INSTRUCTED TO REMOVE DRIED FOOD DEBRIS AND GREASE IN SAID AREA AND MAINTAIN",41.90726025,-87.65680417,"(41.90726025271137, -87.65680417252435)"
2641248,THE GUYS CONVENIENCE,THE GUYS CONVENIENCE,3065306,Grocery Store,Risk 2 (Medium),5431 W Chicago AVE,CHICAGO,IL,60651,8/17/2026,License,Pass w/ Conditions,"3. MANAGEMENT, FOOD EMPLOYEE AND CONDITIONAL EMPLOYEE; KNOWLEDGE, RESPONSIBILITIES AND REPORTING - Comments: OBSERVED NO WRITTEN EMPLOYEE HEALTH POLICY ON THE PREMISES.INSTRUCTED MANAGEMENT TO PROVIDE A SIGNED EMPLOYEE HEALTH POLICY FOR EACH EMPLOYEE AND MAINTAIN AS REQUIRED.PRIORITY FOUNDATION VIOLATION 7-38-010. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETERS INSIDE REFRIGERATION UNITS CONSPICUOUSLY POSTED TO MONITOR THE AMBIENT TEMPERATURE OF EQUIPMENT.INSTRUCTED TO EQUIP ALL REFRIGERATION UNITS WITH ACCURATE AND WORKING THERMOMETERS AND MAINTAIN.   | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO PROVIDE A HOOKING SYSTEM TO HANG-UP WET MOPS AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: ALL UNUSED CONSTRUCTION MATERIAL STORED PILED IN THE REAR MUST BE REMOVED FROM THE PREMISES AND ALL OTHER NEED ITEMS MUST BE ELEVATED FROM THE FLOOR AT LEAST 6"" INCHES TO FACILITATE CLEANING.",41.89476942,-87.76197389,"(41.89476941876594, -87.76197389292327)"
